movie_length,movie_show_time,movie_name,movie_img_url,movie_director,movie_rate,movie_country,movie_language,movie_description,movie_type,movie_actors 
片长：100分钟,剧情介绍：埃文·贝赫场（ 盖·皮尔斯饰）是一所文科院校—艾迪生学院的哲学教授。这所学校位于一个风景如画的海滨小镇。埃文·贝赫场和他的妻子艾伦·贝赫（明妮·德瑞弗饰）、孩子泽尔达、亚当在这个美丽的小镇过着田园般的生活。然而 ，这种生活因埃文曾经与学生发生不正当关系而被打破。当学生乔伊斯（奥德娅·拉什饰）莫名其妙失踪时，人们纷纷把目光投向了埃文，他因此成为了这起失踪案的主要嫌疑人。原先幸福美满的家庭也因这件事变得支离破碎。警探马洛伊（皮尔斯·布鲁斯南饰）是这起案件的主要负责人。在埃文再次反击之前，马洛伊竭力想要揭开这起案件的真相。,https://img.alicdn.com/bao/uploaded/i3/TB1.JAoppOWBuNjy0FiXXXFxVXa_.jpg_300x300.jpg,导演：西蒙·凯瑟,真相漩涡 ,制片国家/地区：美国,0,"主演：盖·皮尔斯,皮尔斯·布鲁斯南,杰米·肯尼迪,奥德娅·拉什,明妮·德里弗,克拉克·格雷格",上映时间：2018-07,"类型：悬疑,犯罪,剧情",语言：英语
none,剧情介绍：讲述了定居在阿根廷的西班牙裔女子劳拉和她的丈夫及孩子回到西班牙小镇参加姐姐的婚礼，然而孩子却莫名失踪，这一突发事件使得原本和谐的家庭开始互相猜疑，尘封许久的秘密逐渐浮出水面……,https://img.alicdn.com/bao/uploaded/i2/TB1loK0cqQoBKNjSZJnXXaw9VXa_.jpg_300x300.jpg,导演：阿斯哈·法哈蒂,人尽皆知 ,"制片国家/地区：西班牙,法国",0,"主演：哈维尔·巴登,佩内洛普·克鲁兹,里卡多·达林,巴巴拉·莱涅",上映时间：2018-07,"类型：剧情,悬疑","语言：西班牙语,英语"
片长：105分钟,剧情介绍：讲述了四个笨贼为获得丰厚的悬赏金，在寻找富豪申凌下落的途中，遭遇打劫与欺骗，在这一过程中，每个人都受到了灵魂的洗礼，并开启了日后人生自我救赎的历程，从而引发了一系列啼笑皆非又感人至深的故事。在这一过程中，每个人都受到了灵魂的洗礼并 在这一过程中，每个人都受到了灵魂的洗礼并 在这一过程中，每个人都受到了灵魂的洗礼并 开启了日后人生自我救赎的历程 。,https://img.alicdn.com/bao/uploaded/i3/TB1fr0di2DH8KJjy1XcXXcpdXXa_.jpg_300x300.jpg,导演：郑云,站住！小偷  ,制片国家/地区：中国大陆,0,"主演：郑云,尤勇,梁小龙,李彩桦,王双宝,吴启华",上映时间：2018-07,"类型：喜剧,励志",语言：汉语普通话
片长：116分钟,剧情介绍：本片以廖俊波车祸前后的遇险、抢救、送殡的现在时，与他以往的工作事迹的过去时，交替行进，用电影蒙太奇的手段，展现廖俊波生前的工作面貌和奉献精神，以及由此留给人们对他的痛惜和敬仰。,https://img.alicdn.com/bao/uploaded/i2/TB1Vs3Mf8HH8KJjy0FbXXcqlpXa_.jpg_300x300.jpg,导演：,政和书记 ,制片国家/地区：中国大陆,0,主演：,上映时间：2018-07,"类型：剧情,传记",语言：汉语普通话
片长：0分钟,剧情介绍：故事讲述了“失物招领处”的员工阿震意外被雷击中，这个突发事件不但没有让他受伤，反而让他获得了意外的超能力，可以跟桌椅，电视，冰箱等静态物体沟通，这种神奇的能力，也给阿震的生活带来了一系列啼笑皆非的改变。,https://img.alicdn.com/bao/uploaded/i3/TB1akIXlCfD8KJjSszhXXbIJFXa_.jpg_300x300.jpg,导演：梁栋,日常幻想指南  ,制片国家/地区：中国大陆,0,主演：,上映时间：2018-07,"类型：奇幻,喜剧",语言：汉语普通话
片长：0分钟,剧情介绍：在香港市中心，世界上最高、结构最复杂的摩天大楼遭到破坏，危机一触即发。威尔·索耶（道恩·强森饰演）的妻子萨拉（内芙·坎贝尔饰演）和孩子们在 98 层被劫为人质，直接暴露在火线上。威尔，这位战争英雄、前联邦调查局救援队员，作为大楼的安保顾问，却被诬陷纵火和谋杀。他必须奋力营救家人，为自己洗脱罪名，关乎生死存亡的高空任务就此展开。,https://img.alicdn.com/bao/uploaded/i2/TB1JC5YxNWYBuNjy1zkXXXGGpXa_.jpg_300x300.jpg,导演：罗森·马歇尔·瑟伯,摩天营救 ,制片国家/地区：美国,0,"主演：道恩·强森,内芙·坎贝尔,黄经汉,罗兰·默勒,诺亚·泰勒,巴勃罗·施瑞博尔",上映时间：2018-07,"类型：动作,冒险,剧情",语言：英语
none,"剧情介绍：明朝万历年间，东厂督主孙玉鹤奉命捉拿宫中逃走的怪兽；同时，义军少侠甄剑和师妹熊娇娇、侠女冷冰冰合谋聚集一帮绿林好汉，欲劫取官银。官银不翼而飞，却迎来了朝廷钦犯封四海、江湖浪子武柏…… 
更大的危机在于，怪兽就在附近窥视着这一切……",https://img.alicdn.com/bao/uploaded/i4/TB1xGx5QFXXXXXFXVXXXXXXXXXX_.jpg_300x300.jpg,导演：刘伟强,武林怪兽 ,"制片国家/地区：中国大陆,中国香港",0,"主演：古天乐,周冬雨,陈学冬,郭碧婷,包贝尔",上映时间：2018-07,"类型：奇幻,武侠,喜剧",语言：汉语普通话
片长：120分钟,"剧情介绍：平静的东京湾突然发生海难，当人们还在猜想是否海底火山爆发时，一只巨大的怪兽冒出水面并登陆城区。日本政府主导成立了“巨大不明生物灾害部”，网罗了国家中的奇人异士加盟，研究发现怪兽是受到放射性污染而诞生出来的，命名为哥斯拉；尝试了各种办法均宣告失败的“灾害部”最后不得不决定对哥斯拉采取武装攻击。但是这个巨大的怪兽哥斯拉完成了更恐怖的进化，整个东京将要沦为一片人间地狱，一场人类与怪兽的最终决战即将到来……
该片是2017年日本票房突破80亿的日本真人电影，并横扫第40届日本电影学院七项大奖；片中的怪兽也被称为整个哥斯拉系列中“最大版本”。",https://img.alicdn.com/bao/uploaded/i4/TB1mn5DncbI8KJjy1zdXXbe1VXa_.jpg_300x300.jpg,"导演：庵野秀明, 樋口真嗣",新哥斯拉 ,制片国家/地区：日本,0,"主演：长谷川博己,竹野内丰,石原里美,柄本明,大杉涟",上映时间：2018-07,"类型：科幻,灾难,剧情","语言：日语,英语"
片长：91分钟,剧情介绍：欧文的叔叔在经营着一家以动物表演闻名的马戏团，但一场大火却让叔叔意外去世，马戏团的表演场也全部化为灰烬。此时，继承马戏团的重担落在了欧文身上，但他却显得犹豫不决，而在叔叔的葬礼上，叔叔的哥哥霍勒肖放话要继承马戏团和宝藏，小丑红鼻头也将一盒贴着“绝对不能吃”的动物饼干交给了欧文，令局势更加混乱……,https://img.alicdn.com/bao/uploaded/i3/TB1tUnQgYZnBKNjSZFGXXbt3FXa_.jpg_300x300.jpg,导演：托尼·班克罗夫特,神奇马戏团 ,"制片国家/地区：中国大陆,英国",0,"主演：艾米莉·布朗特,约翰·卡拉辛斯基,伊恩·麦克莱恩,西尔维斯特·史泰龙,丹尼·德维托",上映时间：2018-07-27,"类型：动画,喜剧,家庭,奇幻,冒险","语言：汉语普通话,英语"
none,"剧情介绍：本片讲述了一起在煤渣胡同长大的铁猴（黄景行 饰）和铁蛇（敖犬 饰）兄弟情深，大哥铁蛇为人仗义有担当，是这帮胡同串子的依靠。铁猴爱街舞胜过爱生命，在小飞（孟美岐 饰）家寄养长大。害羞默默守护一起长大的妹妹小飞多年。
富二代何川（余建波 饰）因父亲阻挠失去自己的舞团和战友，不得不回到父亲的公司上班继承家业，但是内心却无法放弃对街舞的热爱。一次偶然的机会，何川与铁猴相遇，他们一个是自我感觉良好，追求更高艺术表达，决不妥协的街舞富二代。一个是出身底层，玩世不恭，不喜表达感情，在舞蹈中充满感性和爆发力，本性无拘无束的天才少年。出生迥异的两个人，就这样介入了各自的生活，两个人因舞蹈结缘，一起面对最黑暗的对手...",https://img.alicdn.com/bao/uploaded/i2/TB1I_Najv6H8KJjy0FjXXaXepXa_.jpg_300x300.jpg,导演：袁文忠,舞出我人生6 ,制片国家/地区：中国大陆,0,"主演：黄景行,敖犬,孟美岐,周艺轩,余健波",上映时间：2018-07-27,"类型：剧情,爱情,音乐",语言：汉语普通话
none,剧情介绍：处于低谷的王多鱼（沈腾 饰）意外获得十亿资金，却必需在一个月内花光。要怎样“烧钱”才最快？王多鱼人生中第一次感到“花钱特烦恼”！,https://img.alicdn.com/bao/uploaded/i2/TB1x4Bsx1uSBuNjSsziXXbq8pXa_.jpg_300x300.jpg,"导演：闫非, 彭大魔",西虹市首富 ,制片国家/地区：中国大陆,0,"主演：沈腾,宋芸桦,张一鸣,张晨光,常远",上映时间：2018-07-27,类型：喜剧,语言：汉语普通话
none,"剧情介绍：狄仁杰(赵又廷饰）大破神都龙王案，获御赐亢龙锏，并掌管大理寺，使他成为武则天（刘嘉玲饰）走向权力之路最大的威胁。武则天为了消灭眼中钉，命令尉迟真金（冯绍峰饰）集结实力强劲的「异人组」，妄图夺取亢龙锏。
在医官沙陀忠（林更新饰）的协助下，狄仁杰既要守护亢龙锏，又要破获神秘奇案，还要面对武则天的步步紧逼，大唐江山陷入了空前的危机之中……",https://img.alicdn.com/bao/uploaded/i4/TB1pXBhsKySBuNjy1zdXXXPxFXa_.jpg_300x300.jpg,导演：徐克,狄仁杰之四大天王 ,制片国家/地区：中国大陆,0,"主演：赵又廷,冯绍峰,林更新,刘嘉玲,阮经天,马思纯",上映时间：2018-07-27,"类型：动作,悬疑,古装",语言：汉语普通话
片长：78分钟,剧情介绍：一只井底的青蛙威尔，来到人类的世界，冒充一名被施咒的王子，帮助城堡中的小公主苏菲亚粉碎皇叔班特的阴谋，成功继承皇位，成为女王。而自己也带着爱人萝拉回归井下，告诉同伴井外的世界很大很大。,https://img.alicdn.com/bao/uploaded/i1/TB1fwdBuQyWBuNjy0FpXXassXXa_.jpg_300x300.jpg,导演：陈设,旅行吧！井底之蛙 ,制片国家/地区：中国大陆,0,"主演：王雪沁,吴凡,周宗禹,强光宗",上映时间：2018-07-21,"类型：奇幻,冒险",语言：汉语普通话
片长：85分钟,"剧情介绍：大森是一只动物园里的金丝猴，他梦想自己有一天能成为——“齐天大圣”孙悟空。
大森和动物管理员观观有着深厚的友谊，有一天，神秘的怪物把观观绑架去了纽约，这背后的原因竟然和几千年前孙悟空师徒四人降妖除魔有着莫大的联系。
为了营救观观，大森不得不赶到纽约，他发现控制观观的邪恶力量就是孙悟空曾经的手下败将——牛魔王。如何打败牛魔王成了摆在大森、八戒大师和警官阿莫面前的难题，一场极具困难的考验在等待着大森......",https://img.alicdn.com/bao/uploaded/i3/TB1Lo0dpfuSBuNkHFqDXXXfhVXa_.jpg_300x300.jpg,"导演：叶伟青,王以立",小悟空 ,"制片国家/地区：中国大陆,中国香港",0,none,上映时间：2018-07-20,"类型：喜剧,动画,冒险","语言：汉语普通话,英语"
片长：102分钟,"剧情介绍：这是一个对新鲜事物充满好奇的时代，和所有故事的开头一样，坏男孩变好的原因永远是女孩，为了喜欢的女孩，海边烧烤摊堂口老大阿力在母亲包租婆的支持下，带着他的兄弟阿健、阿强开始了自己的音乐之路，同街区的阿友、阿伦、阿B也被坑蒙拐骗拉进团队，他们在斗殴和训练中增长友谊，父母们的集体反对、路人、邻居们的嘲笑更是激起了他们的好胜心。
通过不懈努力终于从Loosers变成了Wynners，穷小子终于变成大明星，父母似乎也能理解这一切，但成员知名程度不一，资源分配不公等问题成为兄弟友情的最大考验，Wynners能否经受考验，保住兄弟真情谊.....",https://img.alicdn.com/bao/uploaded/i4/TB10AYdxhGYBuNjy0FnXXX5lpXa_.jpg_300x300.jpg,导演：陈友,兄弟班  ,制片国家/地区：中国香港,0,"主演：陈家乐,于湉,王梓轩,林耀声",上映时间：2018-07-20,"类型：剧情,喜剧",语言：粤语
片长：88分钟,"剧情介绍：狭小的蜂巢内刚出生的小蜜蜂玛雅对外面世界十分好奇，这个好奇心让小玛雅有了跑出蜂巢探索世界的冲动，善良勇敢的小蜜蜂“玛雅”，闯进了充满未知和凶险的外面世界......
玛雅和朋友威利在“天敌”小黄蜂巴西沃姆的引路下，一起去吉特巴谷寻找蝗虫菲利普。吃蜜蜂的青蛙、捕黄蜂的蜘蛛、觅食的蝙蝠群....面对险象环生的大草地上，初出茅庐的三只小家伙绞尽脑汁。
在得知篡夺王位的巴兹丽娜嫁祸黄蜂的阴谋之后，玛雅和她的昆虫朋友们，能否解救奄奄一息的蜂后？他们能不能阻止一触即发的蜜蜂黄蜂大战？该不该拯救被戈尔戈困住的“天敌”大黄蜂？特立独行的小蜜蜂玛雅又如何在大草地上，找到属于自己的位置呢？",https://img.alicdn.com/bao/uploaded/i1/TB1BXjakKuSBuNjSsplXXbe8pXa_.jpg_300x300.jpg,导演：亚历克斯·施塔德曼,玛雅蜜蜂历险记 ,"制片国家/地区：澳大利亚,德国",0,"主演：柯蒂·斯密特-麦菲,诺亚·泰勒,杰姬·韦弗,理查德·劳斯伯格,米丽亚姆·马戈利斯,贾丝婷·克拉克,可可·杰克·吉利斯,安迪·麦菲",上映时间：2018-07-20,"类型：动画,喜剧,冒险,家庭","语言：英语,西班牙语"
none,"剧情介绍：村里闹鸡瘟，而母亲又怀有身孕，去镇上赶集卖掉八只鸡的“美差”，就落到了8岁的宁小山身上。熟悉的山间小路、并不熟络的镇上居民，稚嫩的小山能卖掉八只鸡吗？
其间，他先后遇到“疯婆子”葛红、卖肉贩子、嘲笑小山的非主流以及追着他不放的一条狗，面对“整个世界”的敌意，8岁的小山该如何在成长过程中去了解这个世界？尤其是在偷偷跑去电影院看电影后，小山的八只鸡丢了，作为全家生活依靠的八只鸡，小山回家该如何向母亲交差？而他的父亲又去了哪里？",https://img.alicdn.com/bao/uploaded/i4/TB18ph2y25TBuNjSspmXXaDRVXa_.jpg_300x300.jpg,导演：高建国,八只鸡 ,制片国家/地区：中国大陆,0,主演：方城淞,上映时间：2018-07-19,类型：剧情,语言：汉语普通话
片长：90分钟,剧情介绍：小提琴演奏家沈馨怡（香港演员郭少芸饰演）夫妇在一次游玩中，不慎将三岁的孩子白小林（周昊勇呈饰）丢失，被布依族的好心人白建国父女收养。十年之后，白小林在追求音乐梦想的过程中偶然发现了自己的身世，也因为与小提琴结缘，通过音乐找到了自己的亲身父母，一家团圆。,https://img.alicdn.com/bao/uploaded/i2/TB1bfDNhRjTBKNjSZFwXXcG4XXa_.jpg_300x300.jpg,导演：红旗,天佑之爱 ,制片国家/地区：中国大陆,0,"主演：周昊勇呈,郭少芸,白柳汐",上映时间：2018-07-13,"类型：奇幻,音乐",语言：汉语普通话
片长：104分钟,剧情介绍：一个人被关在一个铁笼里，破了一个奇案。在一个带电的铁笼中，当地封之为“神探”的黄升被关在铁笼里几天几夜，无水无食……关押人有一个要求，让黄升讲清楚一年前黄升破的轰动一方的舍利被盗案。随着黄升的讲述，一层又一层的真相被揭穿。国家级非物质文化遗产华阴老腔被巧妙地融入剧情，成为推理的密码之一。究竟谁是幕后凶手？血画背后的谜底是什么？黄升能不能逃出这个铁笼？,https://img.alicdn.com/bao/uploaded/i2/TB1qV0Vd5AnBKNjSZFvXXaTKXXa_.jpg_300x300.jpg,导演：徐捷,铁笼 ,制片国家/地区：中国,0,"主演：徐捷,冯伟力,景涛,文铭",上映时间：2018-07-13,"类型：剧情,推理",语言：汉语普通话
片长：105分钟,"剧情介绍：数千年前，上古四大凶兽为祸人间，被上古侠岚用秘术“风语咒”封印，如今四大凶兽之一“饕餮”即将在千年的沉寂后复苏，然而“风语咒”秘术却早已失传。
双目失明但乐观开朗的少年郎明与母亲相依为命，母子二人平日里插科打诨，感情至深。虽然父亲多年前失踪，但郎明始终铭记着父亲传授给自己的一句秘诀，那是传说中的失传秘术“风语咒”……",https://img.alicdn.com/bao/uploaded/i2/TB1GUhpqS8YBeNkSnb4XXaevFXa_.jpg_300x300.jpg,导演：刘阔,风语咒 ,制片国家/地区：中国大陆,0,"主演：路之行,阎萌萌,褚珺,边江",上映时间：2018-07-13,"类型：动画,喜剧,奇幻,冒险",语言：汉语普通话
none,剧情介绍：北洋年间，北京以北。习武少年李天然目睹师兄朱潜龙勾结日本特务根本一郎，杀害师父全家。李天然侥幸从枪下逃脱，被美国医生亨德勒救下。李天然伤愈后，赴美学医多年，并同时接受特工训练。1937年初，李天然突然受命回国。“七七事变”前夜，北平，这座国际间谍之城，华洋混杂，山头林立。每时每刻充满诱惑与杀机。一心复仇的李天然，并不知道自己被卷入了一场阴谋，亦搅乱了一盘棋局。彼时彼刻，如同李小龙闯进了谍都卡萨布兰卡。前朝武人蓝青峰，神秘莫测，与朱潜龙、根本一郎关系紧密，更与亨德勒情同手足。是敌是友？面目不清。随着中日危机不断升级，各方博弈愈演愈烈。多次为谎言蛊惑、错失时机的李天然，终于下定决心，在红颜帮助下开启复仇行动。且看负有国恨家仇且智勇双全之李天然，如何荡涤这摊污泥浊水！,https://img.alicdn.com/bao/uploaded/i1/TB1CsCxibsrBKNjSZFpXXcXhFXa_.jpg_300x300.jpg,导演：姜文,邪不压正 ,制片国家/地区：中国大陆,0,"主演：姜文,彭于晏,廖凡,周韵,许晴",上映时间：2018-07-13,"类型：动作,冒险,爱情",语言：汉语普通话
片长：90分钟,剧情介绍：9岁的覃月是一个打工家庭的孩子，妈妈刚刚找到一份市政清洁的工作。面对家境优越的班长吴雯雯的挑衅，覃月却鬼使神差地谎称妈妈的新工作是在飞机上做一名空嫂。在这之后，覃月经历了一段艰难的心路历程，母女关系也经受着煎熬和考验。经历过疼痛才会长大。饱受谎言困扰的覃月最终选择了与母亲冰释前嫌；她与小伙伴之间的信任，也在敞开心扉分享彼此的秘密之后再帮助黄奶奶实现心愿的过程中，得到了升华。,https://img.alicdn.com/bao/uploaded/i1/TB1XzzGvrSYBuNjSspfXXcZCpXa_.jpg_300x300.jpg,导演：陈静,美丽童年 ,制片国家/地区：中国大陆,0,"主演：周诗琪,郑子寒,胡伊睿,刘滢,姬他",上映时间：2018-07-13,类型：剧情,语言：汉语普通话
片长：90分钟,剧情介绍：又到一年乌龙院招生季，一心想要当坏人的阿威（王宁 饰）和程明星（孔连顺 饰）心怀不轨地进入到乌龙院中学武术。虽然二人成功骗取了长眉师父（吴孟达 饰）的信任，但行为怪诞的他们招来了乌龙院众弟子的怀疑，一系列啼笑皆非的荒唐囧事即将发生。,https://img.alicdn.com/bao/uploaded/i1/TB1k26deQZmBKNjSZPiXXXFNVXa_.jpg_300x300.jpg,导演：朱延平,新乌龙院之笑闹江湖 ,制片国家/地区：中国大陆,0,"主演：王宁,孔连顺,吴孟达,叶全真,王智,梁超,郝劭文",上映时间：2018-07-13,"类型：喜剧,功夫,剧情",语言：汉语普通话
none,剧情介绍：影片以90年代的中国西北小镇为故事发生地，墨多多为营救陷入超自然事件的小伙伴而踏入禁忌之城。,https://img.alicdn.com/bao/uploaded/i4/TB1uPyfXStYBeNjSspkXXbU8VXa_.jpg_300x300.jpg,导演：王竞,墨多多谜境冒险 ,制片国家/地区：中国大陆,0,"主演：秦昊,莫玺杨,孙浠伦",上映时间：2018-07-13,"类型：剧情,奇幻",语言：汉语普通话
片长：90分钟,"剧情介绍：数百年前，长有三头的阿修罗王（梁家辉饰欲望之头、刘嘉玲饰谋略之头）决定发起毁灭天界之战，改变以善恶来决定生命轮转的自然法则。阿修罗王战败，失去洞察之头（吴磊饰），被打入炼狱界。百年后，阿修罗王欲再次发起攻天大战，但若要打开天界之门，他必须要找到洞察之头，并与之合体方能成功。
人界山村，牧羊少年如意（吴磊饰）突然被阿修罗王寻到，恍惚之中被带入阿修罗界。阿修罗王宫中，如意受到王者一般的礼遇，体验着各种前所未有的欲望。当他看到阿修罗王肆意摧残生命，并得知自己就是洞察之头的转世，要与阿修罗王合体毁灭天界时，他愤怒地逃离王宫。
美丽善良的阿修罗叛军女首领华蕊（张艺上饰）遵师所愿，守卫六界。她的出现改变了如意的命运，他在华蕊身上发现了一生真正的渴望——爱！在爱的激励下，如意找到了至善的力量，一举消灭了阿修罗王，挽救整个六界，成为新一代的阿修罗王，当世间一切欲望都能供他驱使之际，他却作出惊天之举……",https://img.alicdn.com/bao/uploaded/i1/TB14yfbzeuSBuNjSsplXXbe8pXa_.jpg_300x300.jpg,导演：张鹏,阿修罗 ,制片国家/地区：中国大陆,0,"主演：吴磊,梁家辉,刘嘉玲,张艺上",上映时间：2018-07-13,"类型：奇幻,动作,爱情",语言：汉语普通话
片长：90分钟,"剧情介绍：本片根据著名的香港高街死亡地下车库灵异事件改编
 一幢老旧的大厦的地下车库经常出现各种恐怖事件，车库内已拔出钥匙熄火的车却突然失控撞死车主，原来停在此车位上的车连带其内的一对情侣自此失踪，天坑里也没有任何踪迹；有数名业主的车莫明在C区的墙上撞毁，车主丧生墙面却完好。这些事件吓坏了来此停车的众多业主，大厦日渐人丁冷落。大厦管理员聘请探灵小分队一探究竟。这才了解到数年前，曾经有一个母亲不堪追债，与其孩子一起在此地下车库C区上吊身亡。此后，车库内不断发生各类灵异事件，甚至还有人看到一对漂浮的母女……探灵小分队自从进入这个车库，就进入到万劫不复的深度恐惧之中，各种恐怖事件更加诡异莫测。
其实，诡异的恐惧一直在你身边最常见的事物之间不经意发生，让你防无所防，细思极恐……",https://img.alicdn.com/bao/uploaded/i4/TB1Ci7bgYwrBKNjSZPcXXXpapXa_.jpg_300x300.jpg,导演：张跃斌,细思极恐  ,制片国家/地区：中国大陆,0,"主演：韩素媛,蓝波,庞贝童,曹菡,徐子力",上映时间：2018-07-06,"类型：恐怖,惊悚",语言：汉语普通话
片长：85分钟,剧情介绍：小头爸爸带全家去俄罗斯出差，大头儿子在俄罗斯发现了自己画的白夜城是真实存在的，一家人半路遇到交通事故，被迫夜宿小旅馆，第二天醒来发现身处大头儿子画中的世界——白夜城。他们发现如果不解决白夜城中的危机便无法走出这个世界，一家人在白夜城中经历了重重困难终于回到了现实世界。,https://img.alicdn.com/bao/uploaded/i4/TB1R.xggBsmBKNjSZFsXXaXSVXa_.jpg_300x300.jpg,导演：何澄,新大头儿子和小头爸爸3：俄罗斯奇遇记  ,制片国家/地区：中国大陆,0,"主演：刘纯燕,董浩,鞠萍,红果果",上映时间：2018-07-06,"类型：冒险,奇幻,家庭",语言：汉语普通话
片长：88分钟,剧情介绍：为了儿时的友谊，苏城（张峻宁 饰）把心爱的女孩林静（石雨晴 饰）让给了最好的兄弟汪家龙。好友离奇去世，苏城以陌生人的姿态重回林静身边，但此时的他心里埋藏了许多不能被人知晓的秘密。离林静越近，他就越危险。海边小城，出轨男人频频被杀，连环杀手隐藏暗处，陌生人逐个浮出水面，谁才是活到最后的那一个幸存者？,https://img.alicdn.com/bao/uploaded/i4/TB1cdaJqx1YBuNjy1zcXXbNcXXa_.jpg_300x300.jpg,导演：孙杰,只能活一个 ,制片国家/地区：中国大陆,0,none,上映时间：2018-07-06,类型：剧情,语言：汉语普通话
片长：120分钟,剧情介绍：为了完成前六度王爵西流尔的遗愿，鬼山莲泉、银尘、麒零、天束幽花四人决定一起前往，解救被白银祭司封印的前一度王爵吉尔伽美什。而当四人克服重重阻碍赶到囚禁之地，却不幸遇上白银祭司派出的最强杀手阵容：幽冥、特蕾娅、漆拉，一场正面交锋在所难免，整个亚斯蓝帝国最阴暗的秘密也将逐渐浮出水面。,https://img.alicdn.com/bao/uploaded/i3/TB1gnOYiRjTBKNjSZFNXXasFXXa_.jpg_300x300.jpg,导演：郭敬明,爵迹2 ,制片国家/地区：中国大陆,0,"主演：范冰冰,吴亦凡,陈学冬,陈伟霆,郭采洁",上映时间：2018-07-06,"类型：魔幻,动画",语言：汉语普通话
片长：117分钟,剧情介绍：一位不速之客的意外到访，打破了神油店老板程勇的平凡人生，他从一个交不起房租的男性保健品商贩，一跃成为印度仿制药“格列宁”的独家代理商。收获巨额利润的他，生活剧烈变化，被病患们冠以“药神”的称号。但是，一场关于救赎的拉锯战也在波涛暗涌中慢慢展开......,https://img.alicdn.com/bao/uploaded/i2/TB1lUihzhGYBuNjy0FnXXX5lpXa_.jpg_300x300.jpg,导演：文牧野,我不是药神 ,制片国家/地区：中国大陆,0,"主演：徐峥,周一围,王传君,谭卓",上映时间：2018-07-06,"类型：剧情,喜剧",语言：汉语普通话
片长：80分钟,"剧情介绍：刘晓波是一家地产公司中层管理，刘晓波是一家公司中层，王昕是公司的客户，王昕爱上了单身的刘晓波。在两人确定关系的一次饭局后，回程路上撞上了一个人，两人逃离现场20分钟后回去救人时，却找不到被撞的人。
随后两人的生活被打乱了，家中遭遇不明骚扰和恐吓，费劲千辛万苦找到被撞之人，却发现搞恶作剧的另有其人，到底是谁？
交警队给刘晓波打来电话，5年前撞死刘晓波老婆的凶手投案自首了，赶到交警队发现凶手竟然是......
那么二人生活中的恶作剧凶手到底又是谁......",https://img.alicdn.com/bao/uploaded/i2/TB1zlxKk4uTBuNkHFNRXXc9qpXa_.jpg_300x300.jpg,导演：郭永涛,心灵救赎 ,制片国家/地区：中国大陆,0,"主演：刘立,祝诗斯,周艺勤,苏莎,李宝珍",上映时间：2018-07-02,"类型：爱情,悬疑",语言：汉语普通话
片长：83分钟,剧情介绍：中国西部，黄土高原，年过半百、退居二线的市工商局原副局长李仁民受组织委派深入民营企业开展党建工作，并担任党建指导员。为改变企业困境，他不顾嘲讽和排挤，终于赢得了工人们和老板的信任。春华秋实，李仁民不辞辛劳，并成功组建了当地首家民营企业党支部，他所带领的党支部在新时代下也真正成了企业的好参谋和好帮手。,https://img.alicdn.com/bao/uploaded/i3/TB1cJG1y7KWBuNjy1zjXXcOypXa_.jpg_300x300.jpg,导演：杨真,红盾先锋 ,制片国家/地区：中国大陆,0,"主演：由立平,窦凤琴",上映时间：2018-07-01,类型：剧情,语言：汉语普通话
片长：92分钟,剧情介绍：　　电影《The Extraordinary Journey of The Fakir》改编自法国畅销小说《困在宜家衣 柜里的苦行僧》，讲述一段幽默又感动的故事。在印度靠骗取游客钱财为生的 Aja，一直想 要攒钱带母亲去巴黎，但是母亲没能等到这一天便去世了。Aja 带着母亲的骨灰，只身一人 来到巴黎打算寻找从未谋面的父亲。Aja 在巴黎来到心驰神往的宜家家居，对在宜家购物的女孩 Marie 一见钟情，并且大胆搭讪 Marie，二人相约第二天在埃菲尔铁塔见面。但当晚， Aja 为了省去住宿费用夜里藏在宜家，阴差阳错地躲在衣柜里结果被运到英国，而后被当做 偷渡客遣送到了西班牙，又偷偷钻进了明星的箱子里到了意大利，搭乘热气球逃到了开往利 比亚的船上，兜兜转转最后才又回到巴黎，与 Marie 重逢。,https://img.alicdn.com/bao/uploaded/i1/TB1BeqOf9cqBKNjSZFgXXX_kXXa_.jpg_300x300.jpg,导演：肯·斯科特,衣柜里的冒险王 ,"制片国家/地区：法国,印度",0,"主演：艾琳·莫里亚蒂,贝热尼丝·贝乔,Dhanush,巴哈德·阿布迪,阿贝尔·贾弗里,Dhanush,杰玛·阿特登,艾琳·莫里亚蒂",上映时间：2018-06,类型：剧情,"语言：英语,印度语"
片长：102分钟,剧情介绍：巴黎警官希尔万（弗兰克•加斯堂彼得 饰）因执行任务的方式过于激进，被调任马赛社区警局。赴任第一天，便遇到意大利超跑帮抢劫珠宝，劫匪驾驶着法拉利风驰电掣，让希尔万和“各怀绝技”的警员们“望尘莫及”、出尽洋相。正当希尔万一筹莫展之际，他结识了憨厚莽撞的出租车司机艾迪（马利克•宾塔哈 饰）。两人毫无默契，却要合力抓捕疑犯，一场状况频出、笑料横行的猫鼠游戏即刻展开……,https://img.alicdn.com/bao/uploaded/i3/TB1v3vxmlDH8KJjSspnXXbNAVXa_.jpg_300x300.jpg,导演：弗兰克·盖斯堂彼得,的士速递5 ,制片国家/地区：法国,0,"主演：弗兰克·盖斯堂彼得,马利克·宾塔哈,伯纳尔·法西,塞尔维托·埃斯波西多,萨巴纳·奥扎尼",上映时间：2018-06,"类型：喜剧,动作",语言：法语
